,commentary,target
895," Siraj to Klaasen, no run, full and angling into Klaasen, clipped to mid-on ",0
896," Siraj to Klaasen, no run, good length on the fifth-stump line, steered to backward point ",0
897," Siraj to Klaasen, no run, pitched up outside off, Klaasen drives to cover ",0
898," Siraj to R Hendricks, out Caught by Shahbaz Ahmed!! Hendricks has found deep square leg. The move to bring Siraj back has worked. A good length delivery on off-stump, again that short-arm jab from Hendricks but he fails to place it, picks out one of India's best fielders in this lineup. Time for a drink as well after that Hendricks wicket. R Hendricks c Shahbaz Ahmed b Siraj 74(76) [4s-9 6s-1] ",1
899," Siraj to Markram, 1 run, good length outside off, Markram drives off the front foot in front of mid-off and takes an easy single ",0
900," Washington Sundar to Markram, 1 run, another slower overspinner outside off, Markram again premeditates the reverse-sweep and gets a single wide of short third man ",0
901," Washington Sundar to Markram, SIX, sliding into the pads, Markram quickly goes down on one knee and swings it away to the deep backward square leg fence, not a big boundary and he clears it easily ",1
902," Washington Sundar to Markram, no run, slower overspinner outside off, Markram reverse-sweeps straight to the fielder at backward point ",0
903," Washington Sundar to R Hendricks, 1 run, stays low and Hendricks was going for the pull as it was short on the stumps, dragged off the toe-end wide of mid-wicket ",0
904," Washington Sundar to R Hendricks, 2 runs, good running this, knocked just wide of Avesh at deep backward square leg and they turn one into two ",0
905," Washington Sundar to Markram, 1 run, regulation offie on middle-stump, worked behind square for one on the leg-side ",0
906," Avesh Khan to Markram, 1 run, good length outside off, slashed straight to Ishan at sweeper cover ",0
907," Avesh Khan to R Hendricks, 1 run, off-pace slower ball on a good length on off-stump, turned to the square leg region ",0
908," Avesh Khan to R Hendricks, FOUR, Ishan Kishan got there from sweeper cover but the ball goes under his hands on the dive and he gives away four. Should've stopped that. A flashing cut from Hendricks and it raced across the turf ",1
909," Avesh Khan to R Hendricks, no run, and again. Avesh Khan hits a good length on off-stump, Hendricks gets forward to defend to cover ",0
910," Avesh Khan to R Hendricks, no run, good length and tight on off-stump, defended to backward point ",0
911," Avesh Khan to Markram, 1 run, full and sliding into the pads, Markram gets a thin inside-edge onto the pads on the flick, rolls away towards square leg ",0
912," Shahbaz Ahmed to R Hendricks, FOUR, so easy. So smooth. So fluid. A bit of air outside off, just a bit and Hendricks gets forward and plays the lofted inside-out drive wide of long-off for four ",1
913," Shahbaz Ahmed to R Hendricks, no run, drifts into Hendricks on a good length on the stumps, defended to mid-wicket even as Samson wants this delivery to be bowled as he likes that ",0
914," Shahbaz Ahmed to Markram, 1 run, quicker good length delivery outside off, Markram cuts to sweeper cover ",0
915," Shahbaz Ahmed to R Hendricks, 1 run, back to a flat length outside off, Hendricks opens the face of the bat and angles it wide of backward point ",0
916," Shahbaz Ahmed to R Hendricks, no run, tossed up on the stumps, Hendricks gets forward to defend it back to Shahbaz Ahmed ",0
917," Shahbaz Ahmed to Markram, 1 run, flat good length on off-stump, Markram punches wide of cover ",0
918," Avesh Khan to R Hendricks, no run, slower delivery on a good length on off, forward and defended ",0
919," Avesh Khan to R Hendricks, no run, good length in-angler on middle-stump, defended to mid-wicket ",0
920," Avesh Khan to R Hendricks, FOUR, the short ball outside off, sits up and begs to be hit, Hendricks thumps it with both feet off the air wide of mid-wicket and that rocketed to the fence ",1
921," Avesh Khan to Markram, 1 run, streaky way to get to 50 but will do. Full around off, Markram pushes and the thick inside-edge goes to his left, does not know where the ball is, Hendricks calls him through for the single ",0
922," Avesh Khan to Markram, no run, poor decision from umpire Virender Sharma. Markram gets it overturned. Short on the stumps, Markram pulls early and misses, flies over the top-edge and misses the glove as well, given out after a loud appeal from Avesh Khan and Samson. Nothing on UltraEdge and Markram survives ",0
923," Avesh Khan to Markram, no run, good length and angling into the stumps, tucks up Markram who punches to mid-on ",0
924," Kuldeep Yadav to R Hendricks, no run, tossed up and brings Hendricks forward, who defends it back to Kuldeep Yadav ",0
925," Kuldeep Yadav to R Hendricks, no run, short on the stumps, Kuldeep Yadav gets away, Hendricks pulls straight to the fielder to square leg ",0
926," Kuldeep Yadav to Markram, 1 run, full on off-stump, easy as Markram gets forward to drive to long-off ",0
927," Kuldeep Yadav to Markram, no run, Markram does not pick that, rocks back to tap the fullish turning in delivery to off-stump to mid-wicket ",0
928," Kuldeep Yadav to R Hendricks, 1 run, slower and tossed up on off, clipped between mid-wicket and square leg ",0
929,"Kuldeep Yadav to R Hendricks, SIX, not hit well but clears the leaping and outstretched hands of Ishan Kishan at deep mid-wicket. The conventional leggie and Hendricks miscued the heave, but gets away. Was always going away from Ishan who flung himself outside the cushions, but fails in his attempt to save that hit",1
930," Shahbaz Ahmed to Markram, no run, flat outside off, dabbed to backward point ",0
931," Shahbaz Ahmed to R Hendricks, 1 run, good length and turning away outside off, Hendricks punches to sweeper cover and brings up his fourth ODI fifty ",0
932," Shahbaz Ahmed to Markram, 1 run, full on the stumps, driven to long-off ",0
933," Shahbaz Ahmed to Markram, no run, very full on the stumps, in the blockhole, jammed out ",0
934," Shahbaz Ahmed to Markram, 2 runs, flat and skids on outside off, dabbed to the left of short third man and Sundar tracks back to slide and prevent the four ",0
935," Shahbaz Ahmed to Markram, FOUR, bit too full on the stumps and Markram gets forward, opens the face of the bat and gets it in the gap, the drive goes wide of cover and there's a huge gap between sweeper cover and wide long-off ",1
936," Kuldeep Yadav to R Hendricks, no run, regulation leggie on off-stump, turned to square leg ",0
937," Kuldeep Yadav to R Hendricks, no run, slower and turns in sharply to middle-stump, Hendricks knocks it to the left of mid-wicket where Gill gets across and cuts it off with a dive ",0
938," Kuldeep Yadav to Markram, 1 run, flat leggie on the stumps, on a good length, Markram punches to long-off ",0
939," Kuldeep Yadav to Markram, no run, tossed up leggie on off, Markram picks this as he leans forward to defend ",0
940," Kuldeep Yadav to R Hendricks, 1 run, tossed up leggie on off-stump, Hendricks gets forward and clips to deep backward square leg ",0
941," Kuldeep Yadav to R Hendricks, FOUR, magnificent inside-out drive over extra-cover. Tossed up just outside off, Hendricks gets forward and lofts with class and elegance for a one bounce over the ropes four ",1
942," Shahbaz Ahmed to Markram, no run, that's ever so close to the bottom-edge and the off-stump. Markram rocks back to cut an arm-ball and is lucky as he misses ",0
943," Shahbaz Ahmed to Markram, no run, full on middle-stump, Markram almost closes the face of the bat too early, but does not and the thick leading-edge rolls to cover ",0
944," Shahbaz Ahmed to R Hendricks, 1 run, fullish on the stumps, driven to long-on ",0
945," Shahbaz Ahmed to Markram, 1 run, tossed up on the stumps, driven to Shahbaz Ahmed's right ",0
946," Shahbaz Ahmed to R Hendricks, 1 run, fullish on off-stump, Hendricks rocks back and punches wide of cover ",0
947," Shahbaz Ahmed to R Hendricks, no run, full on the stumps, driven back ",0
948," Kuldeep Yadav to Markram, no run, flat and turning back in on the stumps, punched back ",0
949," Kuldeep Yadav to Markram, no run, fraction short outside off, cut to the left of extra-cover who gets across and cuts it off ",0
950," Kuldeep Yadav to R Hendricks, 1 run, confusion between Gill and Shardul near deep square leg but it's just a single. Turned to that area, Gill puts his hand up to say it's mine and then leaves it, leaves Shardul with no chance, but Gill tracks back to keep it to one ",0
951," Kuldeep Yadav to Markram, 1 run, Kuldeep Yadav is not tossing them up, pushed through on the stumps, punched to long-on ",0
952," Kuldeep Yadav to Markram, no run, flat and Markram goes on the back foot to defend the good length delivery on the stumps ",0
953," Kuldeep Yadav to R Hendricks, 1 run, orthodox leggie on middle and leg, turned to deep backward square leg ",0
954," Thakur to Markram, no run, good length outside off, steered to backward point ",0
955," Thakur to Markram, FOUR, Markram has timed that so well. Siraj has little distance to cover from long-on but doesn't get there. It's a good length delivery on the stumps, Markram comes on the front foot and creams it straight down the ground, beats Siraj's dive to his left ",1
956," Thakur to R Hendricks, 1 run, good length just outside off, tapped to the left of backward point for a quick single ",0
957," Thakur to R Hendricks, FOUR, Chris Morris on air previously informed everyone that Hendricks was an exceptional hockey player in his younger days. This is full on the pads, a whip-flick with tremendous wrists and the ball sails over mid-wicket. Similar to a drag-flick off a penalty corner in Hockey ",1
958," Thakur to Markram, 1 run, this is a similar delivery to the last one, this time Markram clips it in front of mid-on and takes the single ",0
959," Thakur to Markram, no run, fullish on the stumps, sliding into the pads, flicked straight to the fielder at mid-wicket ",0
960," Washington Sundar to R Hendricks, no run, beaten on the cut, bit more skid on that delivery and too full to cut as Hendricks misses ",0
961," Washington Sundar to R Hendricks, FOUR, so easy with the field - mid-off is up, it's tossed up outside off, Hendricks gets forward and lofts through the line over mid-off and it's a one bounce over the ropes four ",1
